"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","main_genres"
58,"1983-01-15","Up Where We Belong","Joe Cocker And Jennifer Warnes",1,22,21,28,1,89,1983,1,3,"4U6mBgGP8FXN6UH4T3AJhu","6BLz9vkGLH8HomNJhaa2Ru",NA,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,"pop"
13,"1983-01-29","Mickey","Toni Basil",1,22,21,9,1,83,1983,1,5,"5G9KcZaxfCysfv4EryCB9b","59hMeIYY3k3NoX54rrVGPv",NA,0.595,0.928,4,-4.457,1,0.0503,0.0569,0,0.0336,0.982,149.975,"rock"
9,"1983-03-12","Baby, Come To Me","Patti Austin With James Ingram",2,26,21,6,1,92,1983,3,11,"0jqPIQVhfULwm81K7jlNeC","0JxChc2w5fwTGbXKfc4cRd","quiet storm, smooth jazz, yacht rock",0.625,0.523,10,-10.903,1,0.0859,0.738,7.17e-06,0.125,0.666,90.226,"r&b_reggae, rock"
7,"1983-04-30","Billie Jean","Michael Jackson",1,15,14,5,1,47,1983,4,18,"5ChkMS8OtdzJeqyybCc9R5","3fMbdgg4jU18AjLCKBhRSm","r&b, soul",0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,"r&b_reggae, soul_funk"
24,"1983-07-09","Beat It","Michael Jackson",1,20,19,16,1,78,1983,7,28,"3BovdzfaX4jb5KFQwoPfAw","3fMbdgg4jU18AjLCKBhRSm","r&b, soul",0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,"r&b_reggae, soul_funk"
13,"1983-08-20","Flashdance...What A Feeling","Irene Cara",1,21,20,7,1,77,1983,8,34,"3cbV252akVZInSvJk7jAYX","3oZa8Xs6IjlIUGLAhVyK4G","disco, new romantic, new wave pop, soft rock",0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,"pop, soul_funk, electronic_dance, rock"
6,"1983-09-24","Sweet Dreams (Are Made Of This)","Eurythmics",1,20,19,5,1,90,1983,9,39,"1TfqLAPs4K3s2rJMoCokcS","0NKDgy9j66h3DLnN8qu1bB","dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,"rock, electronic_dance, pop"
5,"1983-11-12","Total Eclipse Of The Heart","Bonnie Tyler",1,18,17,3,1,75,1983,11,46,"7wuJGgpTNzbUyn26IOY6rj","0SD4eZCN4Kr0wQk56hCdh2","europop, new wave pop, soft rock",0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,"pop, rock"
72,"1984-02-04","Islands In The Stream","Kenny Rogers Duet With Dolly Parton",1,24,23,67,1,72,1984,2,5,"6gnbVIlTcXlVXYNbHZbpOZ","4tw2Lmn9tTPUv7Gy7mVPI4","classic country pop, country, nashville sound",0.489,0.529,1,-8.016,1,0.0315,0.434,0,0.207,0.736,202.088,"pop, country, classic_folk"
66,"1984-02-18","All Night Long (All Night)","Lionel Richie",1,23,22,57,1,66,1984,2,7,"2Wb9ejnmy27DUTUe9YF5Ew","3gMaNLQm7D9MornNILzdSl","disco, soft rock",0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,"pop, soul_funk, electronic_dance, rock"
76,"1984-03-03","Say Say Say","Paul McCartney And Michael Jackson",1,21,20,56,1,76,1984,3,9,"16vUeW77F6Xiz1irHBvTAM","4STHEaNw4mPZ2tzheohgXB","classic rock, mellow gold, rock, soft rock",0.729,0.708,6,-5.573,1,0.0616,0.0538,0,0.102,0.425,117.911,"rock, indie_alt"
57,"1984-03-17","Owner Of A Lonely Heart","Yes",1,20,19,39,1,62,1984,3,11,"0GTK6TesV108Jj5D3MHsYb","7AC976RDJzL2asmZuz7qil","album rock, art rock, classic rock, hard rock, progressive rock, rock, soft rock, symphonic rock",0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,"rock"
80,"1984-04-14","Karma Chameleon","Culture Club",1,20,19,69,1,80,1984,4,15,"2wSAWEYUHkt92X4SBAPqZE","6kz53iCdBSqhQCZ21CoLcc","new romantic, new wave, new wave pop, soft rock, synthpop",0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,"rock, pop"
42,"1984-05-05","Jump","Van Halen",1,17,16,23,1,47,1984,5,18,"7N3PAbqfTjSEU1edb2tY8j","2cnMpRsOVqtPMfq7YiFE6K","album rock, classic rock, hard rock, rock",0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,"rock"
52,"1984-06-09","Footloose","Kenny Loggins",1,20,19,43,1,56,1984,6,23,"6W2VbtvMrDXm5vYeB7amkO","3Y3xIwWyq5wnNHPp5gPjOW","album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,"rock, indie_alt, pop, other"
53,"1984-07-07","Against All Odds (Take A Look At Me Now)","Phil Collins",1,20,19,48,1,67,1984,7,27,"63CHa6rmamv9OsehkRD8oz","4lxfqrEsLX6N1N4OCSkILp","rock drums, soft rock",0.58,0.498,1,-6.901,1,0.0277,0.198,0,0.132,0.111,116.271,"rock"
76,"1984-08-11","Let's Hear It For The Boy","Deniece Williams",1,19,18,66,1,76,1984,8,32,"4VyU9Tg4drTj2mOUZHSK2u","5jNGQ7VOU87x5402JjhTtd","contemporary r&b, disco, funk, motown, post-disco, quiet storm, soul, urban contemporary",0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,"r&b_reggae, pop, soul_funk, electronic_dance, hip_hop_rap"
91,"1984-08-18","Time After Time","Cyndi Lauper",1,19,18,69,1,91,1984,8,33,"7o9uu2GDtVDr9nsR7ZRN73","2BTZIqw0ntH9MvilQ3ewNY","dance pop, new wave pop, permanent wave, soft rock",0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,"pop, electronic_dance, rock, soul_funk"
90,"1984-09-01","The Reflex","Duran Duran",1,20,19,87,1,90,1984,9,35,"4sz1Ng2Cgidfqqiy0pNL6R","0lZoBs4Pzo7R89JM9lxwoT","album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",0.554,0.888,0,-6.664,1,0.087,0.107,0,0.291,0.82,126.701,"rock, electronic_dance, pop"
1,"1984-09-15","What's Love Got To Do With It","Tina Turner",1,18,17,1,1,92,1984,9,37,"3ErsOxqe2RmXkR65wkygDz","1zuJe6b1roixEKMOtyrEak","soft rock",0.855,0.48,1,-8.902,1,0.0588,0.254,2.16e-05,0.151,0.798,97.793,"rock"
96,"1984-12-01","Missing You","John Waite",1,24,23,84,1,96,1984,12,48,"1Qrdlkgg9I4J7r3P4kZNwr","2TPyCsRoh2tjeZLTQ2ojlj","album rock, heartland rock, mellow gold, new romantic, new wave pop, soft rock",0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,"rock, indie_alt, pop"
93,"1984-12-08","Let's Go Crazy","Prince And The Revolution",1,19,18,78,1,93,1984,12,49,"0QeI79sp1vS8L3JgpEO7mD","5a2EaR3hamoenG9rDuVn8j","funk, funk rock, minneapolis sound, rock, synth funk",0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,"soul_funk, rock"
39,"1984-12-15","Caribbean Queen (No More Love On The Run)","Billy Ocean",1,19,18,19,1,85,1984,12,50,"4JEylZNW8SbO4zUyfVrpb7","5IDs1CK15HegSAhGEbSYXo","disco, mellow gold, new romantic, new wave pop, soft rock, yacht rock",0.79,0.649,5,-7.507,1,0.0265,0.166,8.87e-05,0.092,0.954,113.798,"pop, soul_funk, electronic_dance, indie_alt, rock"
99,"1985-02-09","I Just Called To Say I Love You","Stevie Wonder",1,26,25,93,1,99,1985,2,6,"6RNDeRnWsRMjPdNVgupZCs","7guDJrEfX3qb6FEbdPA5qi","motown, soul",0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,"soul_funk, r&b_reggae"
98,"1985-02-16","Wake Me Up Before You Go-Go","Wham!",1,24,23,92,1,98,1985,2,7,"0ikz6tENMONtK6qGkOrU3c","5lpH0xAS4fVfLkACg9DAuM","new romantic, new wave pop, soft rock",0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,"rock, pop"
97,"1985-02-23","Out Of Touch","Daryl Hall John Oates",1,22,21,91,1,97,1985,2,8,"7o67roCVsFiCt7Cf0ZLOJq","77tT1kLj6mCWtFNqiOmP9H","album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,"rock, indie_alt, other"
61,"1985-03-09","Like A Virgin","Madonna",1,17,16,43,1,61,1985,3,10,"1ZPlNanZsJSPK5h9YZZFbZ","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,"pop, electronic_dance"
35,"1985-03-30","I Want To Know What Love Is","Foreigner",1,17,16,26,1,45,1985,3,13,"1JLn8RhQzHz3qDqsChcmBl","6IRouO5mvvfcyxtPDKMYFN","album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock",0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,"rock, indie_alt"
70,"1985-05-04","Careless Whisper","Wham! Featuring George Michael",1,20,19,68,1,70,1985,5,18,"3znmKJPs3Nmokl598rl8Lz","19ra5tSw0tWufvUp8GotLo","new wave pop",0.605,0.529,2,-11.668,0,0.0286,0.634,0.0115,0.0826,0.663,147.266,"pop"
82,"1985-05-18","Can't Fight This Feeling","REO Speedwagon",1,18,17,56,1,82,1985,5,20,"5WwqdeavrQrbeAMDxGawse","55vs7NT1KxcFjbMC4y202E","album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock",0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,"rock, indie_alt"
53,"1985-05-25","One More Night","Phil Collins",1,16,15,47,1,53,1985,5,21,"6fkvIT9KFKxO8poBeKfaEf","4lxfqrEsLX6N1N4OCSkILp","rock drums, soft rock",0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,"rock"
18,"1985-06-15","Don't You (Forget About Me)","Simple Minds",1,17,16,8,1,90,1985,6,24,"3fH4KjXFYMmljxrcGrbPj9","6hN9F0iuULZYWXppob22Aj","album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock",0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,"rock, electronic_dance, pop, world_regional"
57,"1985-07-27","Everybody Wants To Rule The World","Tears For Fears",1,20,19,43,1,70,1985,7,30,"4RvWPyQ5RL0ao9LPZeSouE","4bthk9UfsYUYdcFyqxmSUU","new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,"rock, pop, soul_funk"
19,"1985-08-31","Everytime You Go Away","Paul Young",1,17,16,9,1,70,1985,8,35,"0IpfTMKENGLJcULkMnU8Rb","6rqU9HQ57NYGBnBzbrY3a4","mellow gold, new romantic, new wave, new wave pop, soft rock",0.607,0.643,5,-11.493,1,0.0435,0.177,0.000153,0.118,0.715,164.256,"indie_alt, rock, pop"
98,"1985-10-19","Shout","Tears For Fears",1,19,18,74,1,98,1985,10,42,"2gQaQUhDCNGfBVXTvxAmXQ","4bthk9UfsYUYdcFyqxmSUU","new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,"rock, pop, soul_funk"
60,"1985-10-26","St. Elmo's Fire (Man In Motion)","John Parr",1,19,18,39,1,90,1985,10,43,"1A2PWRltFrX8iB8IP3CUgo","3Z1tibPKhUYWCno0IYicCN","new wave pop",0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,"pop"
56,"1985-11-23","Money For Nothing","Dire Straits",1,20,19,55,1,87,1985,11,47,"4yqtwO7MQIIXqoiRBPHAgR","0WwSkZ7LtFUFjGjMZBMt6T","album rock, classic rock, mellow gold, rock",0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,"rock, indie_alt"
60,"1985-12-14","Take On Me","a-ha",1,23,22,49,1,91,1985,12,50,"2WfaOiMkCvy7F5fcp2zZ8L","2jzc5TC5TVFLXQlBNiIUzE","new romantic, new wave, new wave pop, permanent wave, synthpop",0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,"rock, pop, soul_funk"
73,"1986-01-18","Miami Vice Theme","Jan Hammer",1,20,19,67,1,73,1986,1,3,"1biP5gM7Le8S3E7GJEKgXC","50zRydJXfkLzGIOj9mITfy","jazz fusion",0.571,0.924,7,-9.887,1,0.0385,0.547,0.896,0.432,0.854,115.431,"jazz_blues"
78,"1986-02-08","We Built This City","Starship",1,23,22,68,1,78,1986,2,6,"6OnfBiiSc9RGKiBKKtZXgQ","0kObWap02DEg9EAJ3PBxzf","album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop",0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,"rock, indie_alt, pop"
82,"1986-02-22","Separate Lives","Phil Collins and Marilyn Martin",1,21,20,65,1,82,1986,2,8,"4EhADaougu1aiyGG5pYB1S","4lxfqrEsLX6N1N4OCSkILp","rock drums, soft rock",0.573,0.201,7,-16.855,1,0.0456,0.13,0.00084,0.157,0.221,106.08,"rock"
45,"1986-03-01","Say You, Say Me","Lionel Richie",1,17,16,32,1,45,1986,3,9,"17CPezzLWzvGfpZW6X8XT0","3gMaNLQm7D9MornNILzdSl","disco, soft rock",0.636,0.405,8,-11.113,1,0.0287,0.355,0,0.0804,0.257,128.068,"pop, soul_funk, electronic_dance, rock"
64,"1986-03-29","That's What Friends Are For","Dionne & Friends",1,21,20,55,1,67,1986,3,13,"1cOj24fUMnBSXhtp7waHVW","2JSjCHK79gdaiPWdKiNUNp","adult standards, brill building pop, disco, quiet storm, soft rock, vocal jazz",0.673,0.286,8,-14.643,1,0.0313,0.294,0,0.086,0.199,120.117,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock, jazz_blues"
47,"1986-04-19","How Will I Know","Whitney Houston",1,20,19,35,1,60,1986,4,16,"5tdKaKLnC4SgtDZ6RlWeal","6XpaIBNiVzIetEPCWDvAFP","dance pop, pop",0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,"pop, electronic_dance"
77,"1986-05-17","These Dreams","Heart",1,18,17,58,1,77,1986,5,20,"22wWxHGHRH8gZXNDXRgSqY","34jw2BbxjoYalTp8cJFCPv","album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",0.535,0.532,11,-9.865,1,0.0291,0.508,0,0.0868,0.3,79.106,"rock, indie_alt, pop, other"
31,"1986-06-07","Addicted To Love","Robert Palmer",1,18,17,24,1,83,1986,6,23,"5izGeTxueiFX1UPFGohY9w","530Sdm7eqqzWBdDmILMgnu","album rock, classic rock, dance rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, singer-songwriter, soft rock, yacht rock",0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,"rock, electronic_dance, indie_alt, pop, other"
97,"1986-07-12","West End Girls","Pet Shop Boys",1,20,19,75,1,97,1986,7,28,"2Di0qFNb7ATroCGB3q0Ka7","2ycnb8Er79LoH2AsR5ldjh","dance rock, new romantic, new wave, new wave pop, permanent wave, synthpop",0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,"rock, electronic_dance, pop, soul_funk"
23,"1986-07-19","On My Own","Patti LaBelle & Michael McDonald",1,18,17,13,1,88,1986,7,29,"29UXndgjLVTUZ8b1Mhz9CR","0ty0xha1dbprYIUAQufkFn","contemporary r&b, philly soul, quiet storm, r&b, soul, urban contemporary",0.618,0.534,7,-8.229,0,0.0275,0.342,0.000263,0.0745,0.469,92.509,"r&b_reggae, soul_funk, hip_hop_rap"
84,"1986-08-30","Holding Back The Years","Simply Red",1,22,21,70,1,88,1986,8,35,"1yg7fwwYmx9DQ2TdXUmfpJ","1fa0cOhromAZdq2xRA4vv8","british soul, new romantic, new wave, new wave pop, soft rock, sophisti-pop",0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,"soul_funk, world_regional, rock, pop"
64,"1986-09-13","Sledgehammer","Peter Gabriel",1,19,18,45,1,89,1986,9,37,"4AUS8KNz7zX8XFu9L38GT0","7C4sUpWGlTy7IANjruj02I","album rock, art rock, classic rock, mellow gold, new romantic, new wave, permanent wave, progressive rock, rock, singer-songwriter, soft rock",0.641,0.682,8,-7.561,1,0.0392,0.044,0,0.0394,0.468,96.319,"rock, indie_alt, pop, soul_funk, other"
64,"1986-10-04","Glory Of Love (Theme From ""The Karate Kid Part II"")","Peter Cetera",1,18,17,45,1,64,1986,10,40,"1eyq8cjUQ2daFthW2PC2GM","5xWPOujQqd4wXyB08slZ9Z","soft rock",0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,"rock"
86,"1986-11-01","Higher Love","Steve Winwood",1,21,20,69,1,86,1986,11,44,"4ZExvJvQXPEeYzGU0N3THi","5gxynDEKwNDgxGJmJjZyte","album rock, classic rock, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,"rock, classic_folk, indie_alt, other"
64,"1986-11-15","Stuck With You","Huey Lewis & The News",1,16,15,52,1,64,1986,11,46,"2cFl7utlqyZjCXN1G5nRvA","7A9yZMTrFZcgEWAX2kBfK6","album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,"rock, indie_alt, pop, other"
98,"1986-12-13","When I Think Of You","Janet Jackson",1,19,18,77,1,98,1986,12,50,"3mJ6pNcFM2CkykCYSREdKT","4qwGe91Bz9K2T8jXTZ815W","dance pop, r&b, urban contemporary",0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,"pop, electronic_dance, r&b_reggae, hip_hop_rap"
77,"1986-12-20","True Colors","Cyndi Lauper",1,17,16,63,1,77,1986,12,51,"2A6yzRGMgSQCUapR2ptm6A","2BTZIqw0ntH9MvilQ3ewNY","dance pop, new wave pop, permanent wave, soft rock",0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,"pop, electronic_dance, rock, soul_funk"
41,"1987-01-17","You Give Love A Bad Name","Bon Jovi",1,20,19,29,1,93,1987,1,3,"0rmGAIH9LNJewFw7nKzZnc","58lV9VcRSjABbAbfWS6skp","glam metal, rock",0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,"rock"
60,"1987-02-21","Walk Like An Egyptian","The Bangles",1,22,21,41,1,82,1987,2,8,"5L6HNuXN71bfeuKXYtRasF","51l0uqRxGaczYr4271pVIC","album rock, jangle pop, new romantic, new wave, new wave pop, paisley underground, soft rock",0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,"rock, pop"
58,"1987-03-07","Shake You Down","Gregory Abbott",1,21,20,47,1,76,1987,3,10,"7wQ9alB79WZb0F5gFLbxSh","6zdcmro5vDQSUjeioajL2r",NA,0.787,0.474,11,-10.384,0,0.0265,0.523,0,0.235,0.826,94.995,"r&b_reggae"
53,"1987-03-21","At This Moment","Billy Vera & The Beaters",1,20,19,34,1,96,1987,3,12,"2ys7ertrMVHK0z1oTj1Ujv","1QQBo7mfkehMjDfz1tj5Pq",NA,0.391,0.222,6,-12.999,1,0.0368,0.487,1.53e-06,0.965,0.172,131.828,"r&b_reggae"
98,"1987-04-04","Open Your Heart","Madonna",1,18,17,80,1,98,1987,4,14,"3kme5Qos8h04yrKxsgur79","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.656,0.899,5,-5.039,1,0.0565,0.0261,0,0.0936,0.865,113.239,"pop, electronic_dance"
48,"1987-04-11","Livin' On A Prayer","Bon Jovi",1,18,17,31,1,83,1987,4,15,"37ZJ0p5Jm13JPevGcx4SkF","58lV9VcRSjABbAbfWS6skp","glam metal, rock",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,"rock"
20,"1987-05-09","Nothing's Gonna Stop Us Now","Starship",1,15,14,9,1,64,1987,5,19,"3X7uFMzJrEE0sxn62qd8Ch","0kObWap02DEg9EAJ3PBxzf","album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop",0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,"rock, indie_alt, pop"
69,"1987-07-04","(I Just) Died In Your Arms","Cutting Crew",1,18,17,55,1,80,1987,7,27,"4ByEFOBuLXpCqvO1kw8Wdm","3cniTumSiUysiPWXapGx1i","album rock, new romantic, new wave, new wave pop, soft rock",0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,"rock, pop"
99,"1987-07-18","With or Without You","U2",1,18,17,68,1,99,1987,7,29,"6ADSaE87h8Y3lccZlBJdXH","51Blml2LZPmy7TTiAg47vQ","irish rock, permanent wave, rock",0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,"rock, world_regional, pop, soul_funk"
33,"1987-07-25","Always","Atlantic Starr",1,18,17,32,1,79,1987,7,30,"1nkRQqoIXyXxBKOVZctemF","2YdVmtVBpIrv0N6WiBzSqm","contemporary r&b, new jack swing, quiet storm",0.661,0.482,7,-9.658,1,0.0266,0.148,0,0.243,0.505,134.065,"r&b_reggae, soul_funk, hip_hop_rap"
40,"1987-08-29","Alone","Heart",1,16,15,29,1,53,1987,8,35,"54b8qPFqYqIndfdxiLApea","34jw2BbxjoYalTp8cJFCPv","album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,"rock, indie_alt, pop, other"
25,"1987-10-10","La Bamba","Los Lobos",1,16,15,20,1,84,1987,10,41,"0uMMLry3hzWGn3q3loqMkm","6OWapcJm9xd55ci9CYbAuT","roots rock",0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,"rock"
48,"1987-11-21","Here I Go Again","Whitesnake",1,21,20,41,1,80,1987,11,47,"1qOU8KzFifXE9YrgjVwYvc","3UbyYnvNIT5DFXU4WgiGpP","album rock, british blues, classic rock, glam metal, hard rock, metal, rock",0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,"rock, jazz_blues, world_regional"
52,"1988-01-16","I Think We're Alone Now","Tiffany",1,21,20,46,1,84,1988,1,3,"4uvjOKsp7mSjrDhWdkLPBY","4C3uGP8vRDzxrhJxZiOjTe","new wave pop, soft rock",0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,"pop, rock"
91,"1988-02-13","(I've Had) The Time Of My Life","Bill Medley & Jennifer Warnes",1,21,20,77,1,91,1988,2,7,"7LtQBRDDEbA8LU5ug1WcpM","474704VWtghgra0b3Xru8V",NA,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,"rock"
61,"1988-02-20","Faith","George Michael",1,18,17,47,1,61,1988,2,8,"59eAcAyhYSLi5GKFrgHJzG","19ra5tSw0tWufvUp8GotLo","new wave pop",0.915,0.497,11,-10.435,1,0.102,0.00547,0.000108,0.067,0.553,95.852,"pop"
93,"1988-03-12","Got My Mind Set On You","George Harrison",1,21,20,65,1,93,1988,3,11,"4wswaG5vmNINMZcVBsAyBP","7FIoB5PHdrMZVC3q2HE5MS","album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock",0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211,"rock, classic_folk, indie_alt, other"
62,"1988-03-26","Need You Tonight","INXS",1,23,22,49,1,93,1988,3,13,"5eU8qMd0TpaLqTGDZJaLDs","1eClJfHLoDI4rZe5HxzBFv","australian rock, dance rock, funk rock, new romantic, new wave, rock",0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,"rock, world_regional, electronic_dance, soul_funk"
25,"1988-04-16","Never Gonna Give You Up","Rick Astley",1,18,17,18,1,71,1988,4,16,"4PTG3Z6ehGkBFwjybzWkR8","0gxyHStUsqpMadRV0Di1Qt","new romantic, new wave pop, soft rock, sophisti-pop, synthpop",0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,"rock, pop"
32,"1988-06-04","Wishing Well","Terence Trent D'Arby",1,21,20,24,1,79,1988,6,23,"2bvzxeD1hPWEYotw40Euq9","6RGxLsQUoGk5PLyMVwb3yE","new wave pop",0.855,0.461,10,-13.096,0,0.0564,0.0965,0,0.201,0.833,104.96,"pop"
49,"1988-07-09","Anything For You","Gloria Estefan & Miami Sound Machine",1,18,17,42,1,63,1988,7,28,"3EIodfe9XNJJCq9dIYg3ng","2Gop8SbSVt5SaJzuaRFa7D",NA,0.582,0.397,6,-13.099,1,0.033,0.655,0,0.0399,0.29,143.798,"pop"
32,"1988-08-20","The Flame","Cheap Trick",1,20,19,26,1,92,1988,8,34,"528CAH5pTLq86oZ52fHifA","1LB8qB5BPb3MHQrfkvifXU","album rock, beatlesque, classic rock, glam metal, glam rock, hard rock, heartland rock, mellow gold, power pop, rock, soft rock",0.629,0.581,4,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,"rock, indie_alt, pop"
1,"1988-10-15","Red Red Wine","UB40",2,25,9,2,1,97,1988,10,42,"4uOKFydzAejjSFqYbv1XPt","69MEO1AADKg1IZrq2XLzo5","reggae fusion, uk reggae",0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,"r&b_reggae, world_regional"
81,"1989-02-04","Wild, Wild West","The Escape Club",1,25,24,61,1,94,1989,2,5,"4Qn1QhHhUT01LfpBnC7xnf","6mRev5KzKOgQcZjWanwBdd",NA,0.724,0.907,11,-4.78,0,0.0632,0.0187,4.97e-06,0.0824,0.962,139.016,"pop"
73,"1989-02-25","Kokomo (From""Cocktail"" )","The Beach Boys",1,26,25,70,1,96,1989,2,8,"0St5KiPylFPaNb53KW9hws","3oDbviiivRWhXwIE8hxkVV","baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, sunshine pop",0.824,0.824,5,-11.315,1,0.029,0.0538,0.000379,0.0916,0.887,115.746,"pop, rock, classic_folk, indie_alt"
42,"1989-03-18","When I'm With You","Sheriff",2,24,16,32,1,99,1989,3,11,"3RJof5CojqlbgZ5adHw50O","5jllns7VtBfhF3AyjvZP8d","classic canadian rock",0.248,0.324,9,-10.878,1,0.03,0.274,0.00946,0.113,0.122,135.786,"rock, world_regional"
